날짜,렌트수,기온,상대습도,풍속
2012-07-13,7499,0.667933,0.485833,0.08085
2012-07-14,6969,0.666042,0.699167,0.143679
2012-07-15,6031,0.705196,0.717917,0.166667
2012-07-16,6830,0.724125,0.645,0.164187
2012-07-17,6786,0.755683,0.505833,0.114429
2012-07-18,5713,0.745583,0.577083,0.137442
2012-07-19,6591,0.714642,0.600417,0.165429
2012-07-20,5870,0.613025,0.844167,0.208967
2012-07-21,4459,0.549912,0.865417,0.2133
2012-07-22,7410,0.623125,0.7625,0.0939208
2012-07-23,6966,0.690017,0.694167,0.138683
2012-07-24,7592,0.70645,0.655,0.211454
2012-07-25,8173,0.654054,0.45,0.1648
2012-07-26,6861,0.739263,0.596667,0.284813
2012-07-27,6904,0.734217,0.594583,0.152992
2012-07-28,6685,0.697604,0.613333,0.15735
2012-07-29,6597,0.667933,0.62375,0.170396
2012-07-30,7105,0.684987,0.66875,0.153617
2012-07-31,7216,0.662896,0.704167,0.165425
2012-08-01,7580,0.667308,0.6775,0.141179
2012-08-02,7261,0.707088,0.659583,0.129354
2012-08-03,7175,0.722867,0.6425,0.215792
2012-08-04,6824,0.751267,0.613333,0.257458
2012-08-05,5464,0.731079,0.6525,0.290421
2012-08-06,7013,0.710246,0.654167,0.129354
2012-08-07,7273,0.697621,0.70375,0.116908
2012-08-08,7534,0.707717,0.672917,0.1107
2012-08-09,7286,0.699508,0.620417,0.1561
2012-08-10,5786,0.667942,0.715833,0.238813
2012-08-11,6299,0.638267,0.732917,0.206479
2012-08-12,6544,0.644579,0.530417,0.122512
2012-08-13,6883,0.662254,0.545417,0.136212
2012-08-14,6784,0.676779,0.686667,0.169158
2012-08-15,7347,0.654037,0.619583,0.169771
2012-08-16,7605,0.654688,0.519167,0.141796
2012-08-17,7148,0.2424,0.570833,0.231354
2012-08-18,7865,0.618071,0.603333,0.177867
2012-08-19,4549,0.603554,0.711667,0.08645
2012-08-20,6530,0.595967,0.734167,0.129979
2012-08-21,7006,0.601025,0.67375,0.0727708
2012-08-22,7375,0.621854,0.677083,0.0702833
2012-08-23,7765,0.637008,0.635833,0.0845958
2012-08-24,7582,0.6471,0.615,0.0721458
2012-08-25,6053,0.618696,0.712917,0.244408
2012-08-26,5255,0.595996,0.845833,0.228858
2012-08-27,6917,0.654688,0.730417,0.128733
2012-08-28,7040,0.66605,0.62,0.190925
2012-08-29,7697,0.635733,0.552083,0.112562
2012-08-30,7713,0.652779,0.590417,0.0771167
2012-08-31,7350,0.6894,0.5875,0.168533
2012-09-01,6140,0.702654,0.638333,0.113187
2012-09-02,5810,0.649,0.815,0.0640708
2012-09-03,6034,0.661629,0.790833,0.151121
2012-09-04,6864,0.686888,0.755,0.236321
2012-09-05,7112,0.708983,0.74125,0.187808
2012-09-06,6203,0.655329,0.810417,0.142421
2012-09-07,7504,0.657204,0.73625,0.171646
2012-09-08,5976,0.611121,0.799167,0.281104
2012-09-09,8227,0.578925,0.5475,0.224496
2012-09-10,7525,0.565654,0.50375,0.258713
2012-09-11,7767,0.554292,0.52,0.0920542
2012-09-12,7870,0.570075,0.577083,0.131846
2012-09-13,7804,0.579558,0.637083,0.0827208
2012-09-14,8009,0.594083,0.6725,0.103863
2012-09-15,8714,0.585867,0.501667,0.247521
2012-09-16,7333,0.563125,0.57,0.0901833
2012-09-17,6869,0.55305,0.734583,0.151742
2012-09-18,4073,0.565067,0.8725,0.357587
2012-09-19,7591,0.540404,0.536667,0.215175
2012-09-20,7720,0.532192,0.618333,0.118167
2012-09-21,8167,0.571971,0.66875,0.154229
2012-09-22,8395,0.610488,0.646667,0.283583
2012-09-23,7907,0.518933,0.467083,0.223258
2012-09-24,7436,0.502513,0.492917,0.142404
2012-09-25,7538,0.544179,0.57,0.236321
2012-09-26,7733,0.596613,0.630833,0.2444
2012-09-27,7393,0.607975,0.690833,0.134342
2012-09-28,7415,0.585863,0.69,0.164179
2012-09-29,8555,0.530296,0.542917,0.227604
2012-09-30,6889,0.517663,0.583333,0.134958
2012-10-01,6778,0.512,0.649167,0.0908042
2012-10-02,4639,0.542333,0.871667,0.104475
2012-10-03,7572,0.599133,0.79375,0.0665458
2012-10-04,7328,0.607975,0.722917,0.117546
2012-10-05,8156,0.580187,0.6275,0.10635
2012-10-06,7965,0.538521,0.664167,0.268025
2012-10-07,3510,0.419813,0.708333,0.141162
2012-10-08,5478,0.387608,0.709583,0.189679
2012-10-09,6392,0.438112,0.761667,0.1903
2012-10-10,7691,0.503142,0.630833,0.187821
2012-10-11,7570,0.431167,0.463333,0.181596
2012-10-12,7282,0.433071,0.539167,0.235092
2012-10-13,7109,0.391396,0.494583,0.146142
2012-10-14,6639,0.508204,0.640417,0.278612
2012-10-15,5875,0.53915,0.7075,0.296037
2012-10-16,7534,0.460846,0.558333,0.182221
2012-10-17,7461,0.450108,0.692917,0.101371
2012-10-18,7509,0.512625,0.728333,0.236937
2012-10-19,5424,0.537896,0.815,0.134954
2012-10-20,8090,0.472842,0.572917,0.117537
2012-10-21,6824,0.456429,0.51,0.166054
2012-10-22,7058,0.482942,0.568333,0.0814833
2012-10-23,7466,0.530304,0.641667,0.0945458
2012-10-24,7693,0.558721,0.63625,0.0727792
2012-10-25,7359,0.529688,0.800417,0.124375
2012-10-26,7444,0.52275,0.807083,0.132467
2012-10-27,7852,0.515133,0.72,0.235692
2012-10-28,4459,0.467771,0.694583,0.398008
2012-10-29,22,0.4394,0.88,0.3582
2012-10-30,1096,0.309909,0.825455,0.213009
2012-10-31,5566,0.3611,0.666667,0.166667
2012-11-01,5986,0.369942,0.581667,0.157346
2012-11-02,5847,0.356042,0.522083,0.266175
2012-11-03,5138,0.323846,0.49125,0.270529
2012-11-04,5107,0.329538,0.532917,0.179108
2012-11-05,5259,0.308075,0.494167,0.236325
2012-11-06,5686,0.281567,0.567083,0.173513
2012-11-07,5035,0.274621,0.5475,0.304108
2012-11-08,5315,0.341891,0.333478,0.347835
2012-11-09,5992,0.355413,0.540833,0.214558
2012-11-10,6536,0.393937,0.645417,0.0578458
2012-11-11,6852,0.421713,0.659167,0.1275
2012-11-12,6269,0.475383,0.741667,0.173517
2012-11-13,4094,0.323225,0.662917,0.342046
2012-11-14,5495,0.281563,0.552083,0.199625
2012-11-15,5445,0.324492,0.620417,0.152987
2012-11-16,5698,0.347204,0.524583,0.171025
2012-11-17,5629,0.326383,0.545417,0.179729
2012-11-18,4669,0.337746,0.692917,0.227612
2012-11-19,5499,0.375621,0.623333,0.235067
2012-11-20,5634,0.380667,0.685,0.082725
2012-11-21,5146,0.364892,0.61375,0.103246
2012-11-22,2425,0.350371,0.580417,0.0528708
2012-11-23,3910,0.378779,0.56875,0.148021
2012-11-24,2277,0.248742,0.404583,0.376871
2012-11-25,2424,0.257583,0.468333,0.1505
2012-11-26,5087,0.339004,0.535417,0.04665
2012-11-27,3959,0.281558,0.786667,0.237562
2012-11-28,5260,0.289762,0.50625,0.210821
2012-11-29,5323,0.298422,0.555652,0.115522
2012-11-30,5668,0.323867,0.649583,0.0584708
2012-12-01,5191,0.316904,0.806667,0.0597042
2012-12-02,4649,0.359208,0.823333,0.124379
2012-12-03,6234,0.455796,0.7675,0.0827208
2012-12-04,6606,0.469054,0.73375,0.174129
2012-12-05,5729,0.428012,0.485,0.324021
2012-12-06,5375,0.258204,0.50875,0.174754
2012-12-07,5008,0.321958,0.764167,0.1306
2012-12-08,5582,0.389508,0.91125,0.101379
2012-12-09,3228,0.390146,0.905417,0.157975
2012-12-10,5170,0.435575,0.925,0.190308
2012-12-11,5501,0.338363,0.596667,0.296037
2012-12-12,5319,0.297338,0.538333,0.162937
2012-12-13,5532,0.294188,0.485833,0.174129
2012-12-14,5611,0.294192,0.642917,0.131229
2012-12-15,5047,0.338383,0.650417,0.10635
2012-12-16,3786,0.369938,0.83875,0.100742
2012-12-17,4585,0.4015,0.907083,0.0982583
2012-12-18,5557,0.409708,0.66625,0.221404
2012-12-19,5267,0.342162,0.625417,0.184092
2012-12-20,4128,0.335217,0.667917,0.132463
2012-12-21,3623,0.301767,0.556667,0.374383
2012-12-22,1749,0.236113,0.44125,0.407346
2012-12-23,1787,0.259471,0.515417,0.133083
2012-12-24,920,0.2589,0.791304,0.0772304
2012-12-25,1013,0.294465,0.734783,0.168726
2012-12-26,441,0.220333,0.823333,0.316546
2012-12-27,2114,0.226642,0.652917,0.350133
2012-12-28,3095,0.255046,0.59,0.155471
2012-12-29,1341,0.2424,0.752917,0.124383
2012-12-30,1796,0.2317,0.483333,0.350754
2012-12-31,2729,0.223487,0.5775,0.154846
